prod_id,prod_name,prod_desc,cat_id,cat_name,subcat_id,subcat_name,unit_cost,unit_price,supp_id,prod_status,launch_date,disc_date,inv_min_lvl,prod_weight,prod_dim,gm_pct
PROD00329,Deluxe Memory Card H372,"Deluxe Memory Card H372: Energy efficient, Water resistant, Compact design",CAT001,Computing Devices,SCAT001,Laptops,169.55,228.84,SUPP0018,Discontinued,2024-06-19,2024-11-16,36,10.16,92 x 98 x 47 cm,-25.91
PROD00330,Heavy-duty Storage Drive B378,"Heavy-duty Storage Drive B378: Bluetooth enabled, Voice control",CAT003,Accessories,SCAT012,Power Solutions,133.74,223.29,SUPP0010,Upcoming,2022-03-20,,34,10.14,65 x 97 x 56 cm,40.1
PROD00331,Ultra Desktop J757,"Ultra Desktop J757: Shock proof, Extended battery life",CAT001,Computing Devices,SCAT002,Desktops,628.47,920.81,SUPP0021,Active,2024-11-18,,17,17.38,85 x 42 x 1 cm,31.75
PROD00332,Digital Printer T958,"Digital Printer T958: Fast charging, Shock proof, Cloud storage",CAT006,Enterprise Solutions,SCAT023,Backup Systems,119.62,193.86,SUPP0014,Limited Stock,2023-12-27,,33,5.1,,38.3
PROD00333,Lightweight Cable T183,"Lightweight Cable T183: Cloud storage, AI-powered",CAT004,Networking,SCAT017,Network Security,963.15,1259.71,SUPP0005,Discontinued,2022-10-31,2025-02-02,9,7.72,75 x 52 x 36 cm,23.54
PROD00334,Digital Laptop M390,"Digital Laptop M390: Cloud storage, Compact design, Water resistant, Extended battery life",CAT004,Networking,SCAT017,Network Security,731.77,575.33768853183,SUPP0016,Active,2023-12-17,,19,14.84,80 x 32 x 83 cm,23.48
PROD00335,Standard Software License G367,"Standard Software License G367: Voice control, Water resistant, Cloud storage, Extended battery life",CAT002,Peripherals,SCAT008,Scanners,383.54,581.41,SUPP0047,Discontinued,2022-05-01,2023-08-31,14,4.28,31 x 24 x 54 cm,34.03
PROD00336,Lightweight Server M945,"Lightweight Server M945: Cloud storage, Wireless connectivity, Bluetooth enabled",CAT005,Software,SCAT019,Office Applications,138.57,232.42,SUPP0045,Limited Stock,2022-05-06,,48,4.54,80 x 80 x 32 cm,40.38
PROD00337,Advanced Camera A549,"Advanced Camera A549: Water resistant, Energy efficient, Touch screen, Biometric security",CAT003,Accessories,SCAT010,Cables & Adapters,724.95,1103.24,SUPP0001,Active,2023-11-12,,14,14.01,34 x 46 x 60 cm,34.29
PROD00338,Basic Workstation U790,"Basic Workstation U790: Cloud storage, Biometric security, Water resistant",CAT002,Peripherals,SCAT007,Printers,317.81,482.0,SUPP0025,Upcoming,2024-02-08,,25,1.69,25 x 20 x 18 cm,34.06
PROD00339,Digital Microphone T616,"Digital Microphone T616: Extended battery life, Shock proof, Biometric security, Wireless connectivity, Compact design",CAT006,Enterprise Solutions,SCAT025,Virtualization,190.35,267.84,SUPP0038,Upcoming,2022-10-31,,49,2.5,22 x 25 x 50 cm,28.93
PROD00340,Compact Microphone H386,"Compact Microphone H386: Bluetooth enabled, Shock proof, 4K resolution",CAT005,Software,SCAT019,Office Applications,889.07,1367.96,SUPP0012,Discontinued,2023-08-30,2025-01-06,42,11.41,28 x 39 x 22 cm,35.01
PROD00341,Ergonomic Docking Station A679,"Ergonomic Docking Station A679: Shock proof, AI-powered, Energy efficient",CAT003,Accessories,SCAT010,Cables & Adapters,406.06,543.51,SUPP0037,Active,2024-11-11,,40,16.46,60 x 99 x 8 cm,25.29
PROD00342,Portable Adapter E745,"Portable Adapter E745: High performance, Touch screen, AI-powered",CAT001,Computing Devices,SCAT005,Servers,122.57,191.64,SUPP0009,Discontinued,2024-12-26,2025-03-30,28,16.61,15 x 13 x 21 cm,36.04
PROD00343,Standard Docking Station D636,"Standard Docking Station D636: High performance, Energy efficient",CAT002,Peripherals,SCAT008,Scanners,757.89,1226.91,SUPP0003,Discontinued,2024-09-27,2025-03-09,5,6.35,57 x 47 x 40 cm,38.23
PROD00344,Deluxe Tablet G961,"Deluxe Tablet G961: Shock proof, AI-powered",CAT006,Enterprise Solutions,SCAT023,Backup Systems,598.98,975.06,SUPP0041,Discontinued,2023-04-05,2024-04-26,47,0.66,31 x 7 x 67 cm,38.57
PROD00345,Digital Tablet R711,"Digital Tablet R711: Biometric security, Compact design, AI-powered, Cloud storage, High performance",CAT003,Accessories,SCAT013,Audio Accessories,328.95,476.89,SUPP0020,Upcoming,2024-04-21,,42,0.79,59 x 79 x 31 cm,31.02
PROD00346,Wireless Smartphone Z131,"Wireless Smartphone Z131: Noise cancelling, AI-powered, Shock proof, Biometric security, Voice control",CAT003,Accessories,SCAT013,Audio Accessories,163.74,227.78,SUPP0008,Upcoming,2024-10-12,,45,9.81,19 x 87 x 47 cm,28.11
PROD00347,Deluxe Docking Station P499,"Deluxe Docking Station P499: AI-powered, Energy efficient, Bluetooth enabled",CAT003,Accessories,SCAT012,Power Solutions,824.13,1211.06,SUPP0017,Limited Stock,2024-08-16,,14,18.52,24 x 5 x 53 cm,31.95
PROD00348,Smart Laptop D982,"Smart Laptop D982: Fast charging, Shock proof, Voice control",CAT001,Computing Devices,SCAT005,Servers,925.12,1244.31,SUPP0018,Discontinued,2024-06-19,,23,12.41,37 x 32 x 85 cm,25.65
PROD00349,Basic Desktop M121,"Basic Desktop M121: 4K resolution, Voice control, Shock proof",CAT002,Peripherals,SCAT006,Monitors,731.85,564.8000890203823,SUPP0043,Upcoming,2022-04-07,,25,5.57,9 x 12 x 11 cm,68.53009226198128
PROD00350,Lightweight Server W857,"Lightweight Server W857: Cloud storage, Fast charging",CAT003,Accessories,SCAT010,Cables & Adapters,642.67,859.98,SUPP0049,Active,2023-04-14,,22,1.53,47 x 45 x 26 cm,25.27
PROD00351,Digital Workstation F935,"Digital Workstation F935: Biometric security, Noise cancelling, High performance",CAT006,Enterprise Solutions,SCAT023,Backup Systems,610.15,899.45,SUPP0025,Limited Stock,2023-06-12,,42,1.36,53 x 31 x 32 cm,32.16
PROD00352,Premium Camera Q541,"Premium Camera Q541: Energy efficient, 4K resolution, AI-powered, Bluetooth enabled, Extended battery life",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,770.53,1127.91,SUPP0015,Limited Stock,2023-10-06,,25,9.77,39 x 39 x 3 cm,31.69
PROD00353,Ergonomic Storage Drive L283,"Ergonomic Storage Drive L283: Biometric security, Shock proof",CAT003,Accessories,SCAT011,Cases & Bags,68.08,93.32,SUPP0049,Limited Stock,2023-08-28,,40,1.73,46 x 67 x 55 cm,27.05
PROD00354,Premium Camera S146,"Premium Camera S146: Water resistant, Bluetooth enabled, Voice control, Touch screen",CAT002,Peripherals,SCAT008,Scanners,696.13,970.08,SUPP0029,Upcoming,2023-05-29,,28,10.61,21 x 36 x 33 cm,28.24
PROD00355,Eco-friendly Power Bank F918,"Eco-friendly Power Bank F918: Wireless connectivity, Compact design",CAT001,Computing Devices,SCAT004,Smartphones,280.12,381.17,SUPP0003,Upcoming,2023-05-06,,32,19.96,73 x 48 x 93 cm,26.51
PROD00356,Advanced Monitor G415,"Advanced Monitor G415: AI-powered, Noise cancelling, Cloud storage, Extended battery life, High performance",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,243.08,388.41,SUPP0006,Limited Stock,2023-05-30,,10,0.18,34x14x21,37.42
PROD00357,Smart Desktop O128,"Smart Desktop O128: Bluetooth enabled, 4K resolution, Voice control, Energy efficient",CAT005,Software,SCAT020,Security Software,80.3,115.63,SUPP0035,Active,2022-12-09,,17,12.81,38 x 67 x 7 cm,30.55
PROD00358,High-performance Projector V440,"High-performance Projector V440: Shock proof, Fast charging",CAT003,Accessories,SCAT012,Power Solutions,288.84,488.46,SUPP0036,Limited Stock,2024-04-08,,6,10.51,45 x 100 x 98 cm,40.87
PROD00359,Essential Monitor P990,"Essential Monitor P990: Cloud storage, Touch screen, 4K resolution, AI-powered, Noise cancelling",CAT003,Accessories,SCAT012,Power Solutions,546.95,823.68,SUPP0032,Limited Stock,2023-03-29,,17,5.47,,33.6
PROD00360,Essential Adapter C439,"Essential Adapter C439: Voice control, Compact design, Cloud storage, Extended battery life",CAT003,Accessories,SCAT011,Cases & Bags,337.1,489.63,SUPP0039,Discontinued,2022-11-03,2024-08-04,6,9.77,85 x 46 x 30 cm,31.15
PROD00361,All-in-one Microphone E752,"All-in-one Microphone E752: 4K resolution, Noise cancelling, Cloud storage, Energy efficient, Voice control",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,39.18,60.56,SUPP0035,Active,2022-08-10,,47,13.37,13 x 68 x 11 cm,35.3
PROD00362,Portable Laptop X378,"Portable Laptop X378: Fast charging, Bluetooth enabled, Touch screen, Wireless connectivity",CAT004,Networking,SCAT016,Network Adapters,635.57,1003.88,SUPP0037,Active,2024-02-04,,9,17.16,63 x 83 x 79 cm,36.69
PROD00363,Deluxe Workstation J580,"Deluxe Workstation J580: Extended battery life, Water resistant, AI-powered, Wireless connectivity",CAT001,Computing Devices,SCAT005,Servers,60.38,84.65,SUPP0018,Active,2023-02-23,,38,3.88,4 x 63 x 8 cm,28.67
PROD00364,Deluxe Laptop P889,"Deluxe Laptop P889: AI-powered, 4K resolution, Fast charging, Voice control, Wireless connectivity",CAT004,Networking,SCAT015,Switches,935.37,1304.14,SUPP0042,Active,2022-05-18,,14,15.59,12 x 35 x 38 cm,28.28
PROD00365,Deluxe Server W105,"Deluxe Server W105: Bluetooth enabled, AI-powered",CAT001,Computing Devices,SCAT005,Servers,629.15,957.87,SUPP0030,Active,2022-09-11,,50,18.81,35 x 93 x 84 cm,34.32
PROD00366,Ultra Software License G108,"Ultra Software License G108: Fast charging, Energy efficient, Extended battery life, Wireless connectivity, Touch screen",CAT001,Computing Devices,SCAT002,Desktops,249.38,413.46,SUPP0018,Upcoming,2024-09-04,,31,15.51,7 x 10 x 5 cm,39.68
PROD00367,Elite Router I389,,CAT005,Software,SCAT019,Office Applications,399.32,566.33,SUPP0012,Upcoming,2024-03-03,,19,0.67,50 x 45 x 57 cm,29.49
PROD00368,Lightweight Router K923,"Lightweight Router K923: Wireless connectivity, Voice control, Extended battery life, AI-powered, Cloud storage",CAT004,Networking,SCAT015,Switches,302.3,438.61,SUPP0027,Discontinued,2024-03-13,2024-10-04,10,8.41,100 x 44 x 38 cm,31.08
PROD00369,Smart Docking Station B136,"Smart Docking Station B136: Energy efficient, 4K resolution, Wireless connectivity, Compact design",CAT005,Software,SCAT018,Operating Systems,479.55,655.34,SUPP0048,Limited Stock,2023-02-06,,21,6.01,,26.82
PROD00370,Essential Monitor S703,"Essential Monitor S703: Compact design, Shock proof, Extended battery life, AI-powered, Noise cancelling",CAT006,Enterprise Solutions,SCAT025,Virtualization,135.74,190.0,SUPP0036,Discontinued,2024-10-22,2025-03-28,47,18.99,54 x 78 x 29 cm,28.56
PROD00371,Lightweight Adapter P286,"Lightweight Adapter P286: Energy efficient, 4K resolution, AI-powered, Bluetooth enabled",CAT004,Networking,SCAT016,Network Adapters,196.65,311.91,SUPP0028,Active,2022-09-02,,34,10.14,86x46x74,36.95
PROD00372,Compact Projector Z672,"Compact Projector Z672: Touch screen, 4K resolution",CAT002,Peripherals,SCAT007,Printers,48.21,67.29,SUPP0019,Discontinued,2024-09-02,2025-02-09,36,2.35,62 x 9 x 61 cm,
PROD00373,Lightweight Adapter K479,"Lightweight Adapter K479: High performance, 4K resolution, AI-powered",CAT001,Computing Devices,SCAT002,Desktops,21.84,34.62,SUPP0021,Upcoming,2024-07-06,,43,9.45,,36.92
PROD00374,Compact Keyboard M924,"Compact Keyboard M924: 4K resolution, Fast charging, Energy efficient, Bluetooth enabled",CAT003,Accessories,SCAT013,Audio Accessories,123.86,186.29,SUPP0002,Active,2024-09-25,,6,8.2,24 x 88 x 12 cm,33.51
PROD00375,Advanced Workstation B598,"Advanced Workstation B598: Shock proof, Extended battery life, Touch screen, AI-powered, Biometric security",CAT005,Software,SCAT020,Security Software,779.84,1194.45,SUPP0031,Upcoming,2022-07-01,,12,11.62,40x19x70,34.71
PROD00376,Elite Keyboard S731,"Elite Keyboard S731: Energy efficient, Extended battery life, Voice control, Compact design, 4K resolution",CAT001,Computing Devices,SCAT004,Smartphones,167.87,270.47,SUPP0030,Upcoming,2024-01-04,,22,0.72,29x21x34,37.93
PROD00377,Essential Tablet N697,"Essential Tablet N697: Fast charging, Biometric security",CAT002,Peripherals,SCAT009,Input Devices,701.8,1085.11,SUPP0045,Discontinued,2023-04-30,2024-01-15,37,11.26,88 x 66 x 84 cm,35.32
PROD00378,Elite Scanner X544,"Elite Scanner X544: Compact design, High performance, Cloud storage, Noise cancelling, Water resistant",CAT001,Computing Devices,SCAT002,Desktops,100.85,139.36,SUPP0018,Discontinued,2022-06-23,2022-12-04,42,13.23,37 x 24 x 80 cm,27.63
PROD00379,High-performance Storage Drive T426,"High-performance Storage Drive T426: Touch screen, Voice control",CAT004,Networking,SCAT016,Network Adapters,69.23,98.86,SUPP0044,Discontinued,2023-08-31,2024-04-10,37,18.46,54 x 85 x 75 cm,29.97
PROD00380,Compact Server N405,"Compact Server N405: AI-powered, Cloud storage, Energy efficient, Water resistant",CAT003,Accessories,SCAT013,Audio Accessories,123.06,199.0,SUPP0018,Active,2024-01-31,,24,17.37,61 x 93 x 24 cm,38.16
PROD00381,Smart Power Bank Z337,"Smart Power Bank Z337: AI-powered, 4K resolution, Touch screen, Extended battery life",CAT005,Software,SCAT020,Security Software,934.33,1357.99,SUPP0002,Discontinued,2023-02-25,2024-05-31,50,18.76,87 x 53 x 76 cm,31.2
PROD00382,Digital Speaker R707,"Digital Speaker R707: 4K resolution, Energy efficient",CAT002,Peripherals,SCAT008,Scanners,683.52,1018.87,SUPP0043,Active,2024-06-14,,22,7.77,40 x 62 x 64 cm,32.91
PROD00383,All-in-one Cable A599,"All-in-one Cable A599: Shock proof, Fast charging",CAT005,Software,SCAT019,Office Applications,693.55,1098.99,SUPP0006,Active,2022-12-31,,40,2.05,54 x 40 x 17 cm,36.89
PROD00384,Essential Workstation I690,"Essential Workstation I690: Fast charging, 4K resolution, Wireless connectivity",CAT001,Computing Devices,SCAT003,Tablets,352.69,495.36,SUPP0042,Upcoming,2024-07-12,,12,14.43,67 x 87 x 90 cm,28.8
PROD00385,Basic Headphones E548,"Basic Headphones E548: Water resistant, Wireless connectivity",CAT003,Accessories,SCAT011,Cases & Bags,74.09,115.8,SUPP0043,Discontinued,2022-08-17,2025-02-01,42,16.57,63 x 19 x 83 cm,36.02
PROD00386,Essential Storage Drive O529,"Essential Storage Drive O529: Touch screen, Biometric security, Shock proof",CAT006,Enterprise Solutions,SCAT025,Virtualization,224.94,331.22,SUPP0033,Active,2022-02-09,,48,14.42,89 x 18 x 42 cm,32.09
PROD00387,Compact Server G467,"Compact Server G467: Compact design, Extended battery life",CAT003,Accessories,SCAT013,Audio Accessories,338.17,507.5,SUPP0035,Discontinued,2023-05-15,2024-12-23,30,0.26,26 x 9 x 26 cm,33.37
PROD00388,High-performance Speaker G257,"High-performance Speaker G257: Shock proof, Wireless connectivity, Touch screen, Cloud storage, Bluetooth enabled",CAT003,Accessories,SCAT010,Cables & Adapters,241.17,350.4,SUPP0012,Active,2022-04-30,,30,2.48,81 x 42 x 71 cm,31.17
PROD00389,Premium Mouse U993,"Premium Mouse U993: Fast charging, Cloud storage, Water resistant",CAT005,Software,SCAT018,Operating Systems,564.71,806.34,SUPP0050,Upcoming,2022-10-20,,44,5.33,21 x 66 x 50 cm,29.97
PROD00390,Eco-friendly Cable J945,"Eco-friendly Cable J945: AI-powered, Cloud storage, Wireless connectivity, Voice control, Noise cancelling",CAT002,Peripherals,SCAT009,Input Devices,188.53,298.24,SUPP0027,Discontinued,2022-01-18,2022-05-01,28,19.9,36 x 69 x 90 cm,
PROD00391,Standard Desktop O536,"Standard Desktop O536: High performance, 4K resolution, Touch screen, AI-powered",CAT005,Software,SCAT018,Operating Systems,762.7,1139.26,SUPP0027,Discontinued,2024-10-25,2025-03-03,24,3.6,,33.05
PROD00392,Premium Printer O320,"Premium Printer O320: Biometric security, Wireless connectivity, Fast charging, Compact design",CAT002,Peripherals,SCAT009,Input Devices,101.65,169.08,SUPP0015,Active,2024-03-04,,13,1.82,40 x 15 x 99 cm,39.88
PROD00393,Premium Docking Station A142,"Premium Docking Station A142: Shock proof, Bluetooth enabled, Touch screen",CAT005,Software,SCAT020,Security Software,11.22,18.03,SUPP0010,Limited Stock,2023-01-14,,13,12.84,83 x 16 x 93 cm,
PROD00394,Professional Webcam Z209,"Professional Webcam Z209: AI-powered, Bluetooth enabled, Touch screen, Shock proof, High performance",CAT005,Software,SCAT020,Security Software,799.67,1306.98,SUPP0042,Active,2024-01-09,,19,14.17,21 x 89 x 92 cm,38.82
PROD00395,Deluxe Laptop K570,"Deluxe Laptop K570: Cloud storage, 4K resolution, Fast charging, Extended battery life",CAT004,Networking,SCAT016,Network Adapters,978.78,1584.22,SUPP0018,Active,2024-03-11,,13,7.81,91 x 5 x 1 cm,
PROD00396,Professional Cable F957,"Professional Cable F957: Touch screen, Biometric security, Cloud storage",CAT005,Software,SCAT019,Office Applications,319.77,435.61,SUPP0046,Active,2023-01-26,,14,10.73,10 x 15 x 59 cm,26.59
PROD00397,Compact Desktop C665,"Compact Desktop C665: AI-powered, Bluetooth enabled, 4K resolution, Shock proof, Cloud storage",CAT001,Computing Devices,SCAT001,Laptops,876.76,1174.57,SUPP0002,Limited Stock,2023-05-05,,44,14.01,33 x 45 x 22 cm,25.35
PROD00398,Advanced Memory Card J256,"Advanced Memory Card J256: Fast charging, Noise cancelling, Compact design, Energy efficient",CAT005,Software,SCAT021,Design Software,545.29,906.04,SUPP0033,Limited Stock,2023-02-01,,16,11.05,42 x 50 x 36 cm,39.82
PROD00399,Deluxe Headphones J299,"Deluxe Headphones J299: High performance, Shock proof, Compact design, Voice control",CAT002,Peripherals,SCAT009,Input Devices,238.57,320.0,SUPP0049,Active,2022-10-20,,5,13.53,10 x 64 x 33 cm,25.45
PROD00400,High-performance Software License D527,"High-performance Software License D527: 4K resolution, Touch screen, High performance, Energy efficient",CAT002,Peripherals,SCAT007,Printers,919.92,1294.73,SUPP0045,Discontinued,2022-07-23,2023-07-30,21,11.24,15 x 96 x 60 cm,28.95
PROD00401,All-in-one Workstation L180,"All-in-one Workstation L180: Wireless connectivity, AI-powered, Shock proof, Water resistant, Noise cancelling",CAT006,Enterprise Solutions,SCAT025,Virtualization,475.52,759.49,SUPP0011,Upcoming,2023-11-15,,32,11.25,52 x 48 x 4 cm,93.49897304266358
PROD00402,Wireless Adapter Q498,"Wireless Adapter Q498: Water resistant, Compact design, Biometric security",CAT001,Computing Devices,SCAT001,Laptops,801.49,1258.06,SUPP0035,Limited Stock,2022-09-26,,38,19.18,45 x 27 x 7 cm,36.29
PROD00403,Advanced Server J846,"Advanced Server J846: Noise cancelling, 4K resolution, High performance, Shock proof, AI-powered",CAT003,Accessories,SCAT012,Power Solutions,703.18,1132.0,SUPP0019,Upcoming,2023-02-19,,7,6.06,83 x 1 x 72 cm,72.04784242451976
PROD00404,All-in-one Mouse L229,"All-in-one Mouse L229: Cloud storage, Energy efficient, Touch screen, Water resistant",CAT001,Computing Devices,SCAT002,Desktops,324.15,520.45,SUPP0045,Limited Stock,2024-04-27,,28,13.27,,37.72
PROD00405,Elite Desktop M302,"Elite Desktop M302: AI-powered, Biometric security, Water resistant, Touch screen, Noise cancelling",CAT004,Networking,SCAT017,Network Security,627.05,852.84,SUPP0044,Active,2022-09-26,,45,10.99,91 x 42 x 58 cm,26.48
PROD00406,Basic Keyboard Y984,"Basic Keyboard Y984: High performance, Voice control",CAT002,Peripherals,SCAT008,Scanners,816.54,1304.18,SUPP0004,Discontinued,2024-06-27,2025-02-16,21,15.82,39 x 84 x 3 cm,37.39
PROD00407,Wireless Smartphone O408,"Wireless Smartphone O408: Biometric security, Noise cancelling",CAT001,Computing Devices,SCAT004,Smartphones,671.65,921.23,SUPP0015,Active,2023-01-08,,46,7.14,67 x 24 x 61 cm,27.09
PROD00408,Elite Keyboard H604,"Elite Keyboard H604: Touch screen, Shock proof",CAT006,Enterprise Solutions,SCAT023,Backup Systems,417.14,568.75,SUPP0022,Limited Stock,2024-01-17,,38,0.29,70 x 2 x 83 cm,-26.66
PROD00409,Digital Workstation M752,"Digital Workstation M752: Noise cancelling, Fast charging, Compact design, Touch screen, Wireless connectivity",CAT001,Computing Devices,SCAT004,Smartphones,395.9,522.92,SUPP0016,Upcoming,2023-05-07,,9,1.62,,48.68332051669648
PROD00410,High-performance Software License I711,"High-performance Software License I711: Biometric security, Fast charging, 4K resolution",CAT003,Accessories,SCAT013,Audio Accessories,939.75,1299.47,SUPP0007,Discontinued,2022-03-01,2024-10-20,30,13.75,30 x 41 x 49 cm,27.68
PROD00411,Standard Printer E296,"Standard Printer E296: Compact design, Cloud storage",CAT003,Accessories,SCAT012,Power Solutions,787.07,1297.41,SUPP0008,Limited Stock,2023-07-09,,20,17.72,93 x 42 x 92 cm,39.34
PROD00412,Heavy-duty Headphones K473,"Heavy-duty Headphones K473: Cloud storage, Noise cancelling",CAT006,Enterprise Solutions,SCAT023,Backup Systems,730.43,965.43,SUPP0028,Upcoming,2024-09-28,,28,7.54,10 x 8 x 14 cm,24.34
PROD00413,Digital Tablet F937,"Digital Tablet F937: Fast charging, Wireless connectivity, High performance",CAT002,Peripherals,SCAT007,Printers,249.78,374.05,SUPP0019,Upcoming,2024-05-15,,13,2.67,100 x 38 x 9 cm,33.22
PROD00414,Professional Webcam N350,"Professional Webcam N350: Shock proof, Touch screen",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,243.57,384.98,SUPP0002,Discontinued,2023-09-16,2024-04-08,5,8.53,34 x 1 x 21 cm,36.73
PROD00415,Premium Server F557,"Premium Server F557: Cloud storage, High performance",CAT005,Software,SCAT019,Office Applications,705.14,1155.83,SUPP0001,Discontinued,2023-12-13,2024-09-14,36,5.52,56 x 29 x 56 cm,38.99
PROD00416,Standard Adapter V577,"Standard Adapter V577: Energy efficient, High performance, Shock proof",CAT003,Accessories,SCAT010,Cables & Adapters,356.08,539.44,SUPP0032,Upcoming,2024-11-10,,41,7.6,90 x 61 x 55 cm,33.99
PROD00417,Digital Adapter X958,"Digital Adapter X958: Voice control, Extended battery life, 4K resolution, Compact design, Cloud storage",CAT005,Software,SCAT020,Security Software,552.09,931.67,SUPP0039,Active,2023-11-22,,27,19.9,98 x 18 x 48 cm,40.74
PROD00418,Lightweight Headphones S383,"Lightweight Headphones S383: AI-powered, High performance, Noise cancelling",CAT005,Software,SCAT020,Security Software,321.89,545.91,SUPP0022,Discontinued,2022-08-21,2023-08-14,19,2.7,70 x 21 x 37 cm,41.04
PROD00419,Smart Power Bank N208,"Smart Power Bank N208: Voice control, High performance, AI-powered, Touch screen, Energy efficient",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,722.31,1216.42,SUPP0015,Active,2023-07-30,,13,0.18,31 x 95 x 31 cm,40.62
PROD00420,High-performance Smartphone H426,"High-performance Smartphone H426: Water resistant, Cloud storage, Compact design",CAT003,Accessories,SCAT013,Audio Accessories,400.09,591.05,SUPP0018,Limited Stock,2022-11-30,,31,6.0,29 x 92 x 19 cm,32.31
PROD00421,Eco-friendly Tablet R464,"Eco-friendly Tablet R464: Water resistant, Cloud storage",CAT004,Networking,SCAT015,Switches,865.95,1427.43,SUPP0001,Limited Stock,2024-07-13,,9,6.71,54x37x41,39.34
PROD00422,Compact Tablet Z830,"Compact Tablet Z830: AI-powered, Fast charging, 4K resolution, Touch screen, Voice control",CAT001,Computing Devices,SCAT005,Servers,826.71,1220.97,SUPP0009,Limited Stock,2024-07-30,,37,6.22,56 x 90 x 95 cm,
PROD00423,Portable Laptop D535,"Portable Laptop D535: Voice control, AI-powered, 4K resolution, Wireless connectivity",CAT005,Software,SCAT018,Operating Systems,457.66,664.0,SUPP0050,Limited Stock,2024-02-27,,41,1.39,15 x 73 x 65 cm,31.08
PROD00424,Digital Laptop Z979,"Digital Laptop Z979: Bluetooth enabled, Wireless connectivity, Shock proof, Voice control",CAT005,Software,SCAT018,Operating Systems,277.11,427.11,SUPP0023,Discontinued,2022-02-27,2022-07-09,37,13.85,24 x 42 x 54 cm,35.12
PROD00425,Ultra Keyboard J861,"Ultra Keyboard J861: Wireless connectivity, 4K resolution, Extended battery life, Shock proof, Water resistant",CAT005,Software,SCAT019,Office Applications,905.08,1498.82,SUPP0004,Discontinued,2023-05-19,2024-07-25,40,3.41,65 x 45 x 47 cm,65.96821043540906
PROD00426,All-in-one Desktop G610,"All-in-one Desktop G610: Wireless connectivity, 4K resolution, Touch screen, Extended battery life",CAT006,Enterprise Solutions,SCAT025,Virtualization,319.3,438.63,SUPP0046,Upcoming,2022-11-02,,32,18.95,82 x 67 x 62 cm,27.21
PROD00427,Professional Docking Station I192,"Professional Docking Station I192: Extended battery life, Biometric security, Water resistant",CAT001,Computing Devices,SCAT002,Desktops,135.27,219.17,SUPP0018,Upcoming,2024-04-29,,21,19.87,17 x 4 x 79 cm,38.28
PROD00428,Portable Laptop C892,"Portable Laptop C892: Compact design, Cloud storage, Bluetooth enabled",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,409.51,649.99,SUPP0009,Upcoming,2024-03-20,,12,12.41,6 x 11 x 58 cm,37.0
PROD00429,Basic Smartphone Z508,"Basic Smartphone Z508: Cloud storage, Noise cancelling, Fast charging, Biometric security",CAT006,Enterprise Solutions,SCAT025,Virtualization,448.41,392.2294114753607,SUPP0047,Limited Stock,2022-05-13,,26,4.39,31 x 27 x 85 cm,67.39957372443956
PROD00430,High-performance Desktop S697,"High-performance Desktop S697: Touch screen, Voice control, Noise cancelling",CAT004,Networking,SCAT016,Network Adapters,443.55,704.75,SUPP0001,Active,2024-04-26,,24,15.74,12 x 94 x 30 cm,-37.06
PROD00431,Portable Smartphone U806,"Portable Smartphone U806: Fast charging, Wireless connectivity, Noise cancelling, Energy efficient",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,986.28,1308.15,SUPP0050,Active,2024-06-08,,19,15.17,30 x 6 x 90 cm,24.6
PROD00432,Standard Tablet S721,"Standard Tablet S721: Fast charging, Extended battery life, Shock proof, 4K resolution",CAT006,Enterprise Solutions,SCAT023,Backup Systems,410.76,592.03,SUPP0008,Upcoming,2024-10-10,,31,13.61,26 x 49 x 25 cm,30.62
PROD00433,Professional Tablet O747,"Professional Tablet O747: Bluetooth enabled, AI-powered, Biometric security",CAT003,Accessories,SCAT011,Cases & Bags,883.38,1243.14,SUPP0039,Upcoming,2024-09-29,,45,3.24,94 x 23 x 83 cm,28.94
PROD00434,Deluxe Cable J674,"Deluxe Cable J674: Cloud storage, Water resistant, High performance, Wireless connectivity, Touch screen",CAT004,Networking,SCAT014,Routers,98.11,147.37,SUPP0032,Limited Stock,2022-03-30,,41,8.2,45 x 56 x 34 cm,33.43
PROD00435,Elite Laptop N429,"Elite Laptop N429: Touch screen, Extended battery life",CAT004,Networking,SCAT016,Network Adapters,208.73,327.23,SUPP0017,Discontinued,2024-08-23,2025-02-18,31,18.66,71 x 47 x 75 cm,36.21
PROD00436,Elite Power Bank R644,"Elite Power Bank R644: Biometric security, Water resistant, Energy efficient, Noise cancelling",CAT004,Networking,SCAT017,Network Security,357.72,495.93,SUPP0011,Upcoming,2022-09-07,,16,9.74,39 x 20 x 22 cm,27.87
PROD00437,High-performance Mouse H113,"High-performance Mouse H113: High performance, Bluetooth enabled, Energy efficient, Wireless connectivity, Cloud storage",CAT006,Enterprise Solutions,SCAT025,Virtualization,149.07,198.1,SUPP0041,Upcoming,2023-07-19,,19,7.29,27 x 46 x 52 cm,24.75
